product_id	count
B006MGC3VK	32
B0077QS9C6	32
B0073XORLU	32
B007NCSQFO	32
B0010T0JC4	32
B00378VGGO	32
B0060ANZ2Y	32
B0072N4PD6	32
B007HIEBV2	32
B002JF1N0A	32
B0071T4BVC	32
B004CS7R70	32
0393345084	32
B007IPJMCM	32
B007ZCQJOM	32
1401234542	32
B001Q5395Q	32
B007KWD7BK	32
B005SJIP1E	32
B005LAIGQE	32
B002M89UMW	32
B007PM218K	32
B004W25KKW	32
B007R11PX6	32
0440246024	32
B007MC0IAG	32
B00843TZJM	32
B007KW5MFE	32
B002OTO38K	32
0738735027	32
B000IXUOP0	32
B008KGPEQG	32
B0025CS2GU	32
B0040GR01M	32
B002WBZD02	32
B004VFOT4I	32
B008C40218	32
B008MU8ZOI	32
B008B11R2A	32
B002JIBA8W	32
B008M9PHWM	32
B0061P2L5U	32
B003Y5USG4	32
B0094OLJD0	32
1250007305	32
B000GT6L9Y	32
B0092G1O8A	32
B009FZZFME	32
B0044WSGXI	32
B0091CWYQ6	32
B0097AX6EQ	32
B008CFN95I	32
B008LV05EG	32
B008GGA5EQ	32
B007HOD2WA	32
B009E2WX3W	32
B00A1ZW1JC	32
B0090XG9T4	32
B002ONIST6	32
B002HFWBUI	32
B004LQGZ7G	32
B009VL299E	32
B002DJSBL6	32
B005OUHOLY	32
B0095H4FAA	32
B00A0L7PE8	32
B0060MYKTY	32
B001ENS0BI	32
B000LB0M8S	32
B00A46H3J6	32
B009RWRIKM	32
B00AF46Q5Y	32
B000N90JGI	32
B009LXECF6	32
B003U51EE8	32
B0060GUZ7Q	32
B00ALCBU4M	32
B00B4MUSHI	32
B00B6DTIGW	32
B00AA0U046	32
B00AEFXCLU	32
B00B3L3RPA	32
B002NNCAJQ	32
B00B5VW1SC	32
B009EQG80W	32
B003MAQLVM	32
B00AEFYX4U	32
B007V4LBLU	32
0307716554	32
B00C6Q511Y	32
B00BCV3HGU	32
B004PZ4HC8	32
B00BPXKWGS	32
B00APVIDFI	32
B00BAWEGPW	32
B0091X1FVA	32
B007IWG3WC	32
B00A7MSHHO	32
B00DC6YEE2	32
B009CGKKXK	32
B00B4804Q2	32
B00DULWFZE	32
B00D59OIYW	32
B00A4AIYHW	32
B00CAYHVKQ	32
B002MFV0UA	32
B00CUKTGW6	32
B00EZZ77ZM	32
B00E7SXPVW	32
B00F5I344G	32
B00DXP0QV2	32
B00FFEM0W2	32
B00EW7AHJG	32
B00EPZEU70	32
B00G6YH6G0	32
B00FAIL31W	32
B002FVG5EW	32
B00F193D5Y	32
1493625284	32
B0060CS6PI	32
B00HNILWKY	32
1937994309	32
B00HRXQ0XE	32
0199640947	32
B00IIJ9F5Q	32
B00J11U5EK	32
B00JHEHGYI	32
B00J8X2SUK	32
B00KGRGJAC	32
B00A6VYZ8G	32
B00KU63TNO	32
B00LM3MNOK	32
1742205801	32
B00LPQDX1G	32
B00M57493K	32
B00LCT48YC	32
B00KOY9GNO	32
B00LWLZRYK	32
0785184880	32
B00MF5ZMRE	32
B00NGANDX2	32
1632150166	32
B00EDG6DXU	32
B00AYB1BIK	32
B00M30U50U	32
B00AGMKS72	32
B00REQLV7O	32
B001J66RG0	32
B00OGYUV14	32
B00OBB4RL2	32
B00TKLOM54	32
B00SM3GSQC	32
B00T8RINLO	32
B00VS8WIY4	32
B00UN9PRIS	32
1784753254	32
0062428551	32
0440131480	31
0671721720	31
0451526295	31
6300214710	31
B000000HRP	31
B000001ZS5	31
B0000048CX	31
B000002W5J	31
B00000DGSN	31
6305180261	31
B000002KDZ	31
6301871952	31
0800116917	31
0792839625	31
6300271439	31
B000001G89	31
B000001F95	31
6304140428	31
6301442962	31
6302649943	31
B00000FYIL	31
B000005JAK	31
0783227272	31
B000001GQQ	31
B00000720W	31
B00000729S	31
0790733897	31
0792839676	31
0670858048	31
0486236951	31
0553214632	31
6305594252	31
B000001F2X	31
048622709X	31
6305307261	31
6305537313	31
B00000DR5D	31
059035342X	31
6305776369	31
B00004R99I	31
B00000JQ0E	31
B00003CWLE	31
B00004U2A1	31
0345428064	31
B0000009XP	31
B00004T1C8	31
B00004XMVL	31
B00004XMVH	31
B000001GQT	31
B000007VCO	31
B000059WOD	31
B00005A1VH	31
B00005B7CK	31
B00003CY3W	31
B00005N53P	31
B00005QK3B	31
0345440803	31
B00005V331	31
B000068TSI	31
B000066C87	31
B00006WUWN	31
B00008X5J3	31
B00009M6VJ	31
B000006YO2	31
B000078DOH	31
B0000A4GAK	31
B00011D1RC	31
0385659806	31
1593974744	31
B00069YDXU	31
B00076ZZ9I	31
B00005JNVS	31
1594200440	31
0743487478	31
B000HWZ5VU	31
B0009F9O6W	31
B00005JNZ4	31
0743539133	31
B00026WUAU	31
0441013074	31
0596005903	31
014305841X	31
B0000071GA	31
0465092756	31
B000F9RB94	31
1574535811	31
B000M2O6AQ	31
B000I9U972	31
B000MQ54OO	31
B000GX8B9I	31
B000RZGIOA	31
B000CCIVDO	31
B000FO0AOC	31
B00005JPRF	31
B000WZB944	31
B000X5KSWM	31
B0000V6SOG	31
B000UVLK1M	31
B0008ENHT4	31
B000RZGFZC	31
B0012Q94QW	31
B00142X56Y	31
B0013NAP2G	31
B000T45C32	31
B001AEF6CW	31
B001BZF9UY	31
B000V5ZIBU	31
B000VWGYHU	31
0451531051	31
1568987846	31
B000RZOR2U	31
0061649694	31
B001G50SLE	31
B000JSI7C6	31
B001KR9AP8	31
B00138KEZ4	31
B001CTA1S4	31
B0012GMYUU	31
B001L5VYFI	31
B001KZIRL8	31
B001RTCP1A	31
B0020TS5LK	31
B001NSAJ3G	31
B0026MOVO6	31
B001EX81ZI	31
1565234243	31
B002I9Z8DK	31
B002Q0F6V0	31
B0000DIXLM	31
2839905809	31
0440245931	31
B002RI9YE6	31
B002RKSU3K	31
B0033QC0WE	31
B002ZG996I	31
B003AIEOCY	31
B003HFFVDQ	31
B003IPC5UC	31
1441866868	31
B003S6T62Q	31
B003YOWU1Q	31
0061980269	31
B003L7DK6U	31
1594484775	31
B003Y8YXEO	31
B0042JTAI8	31
B000I9YLWG	31
B0047S1KMS	31
B004ASVS0E	31
0786955716	31
B001C34HUS	31
B004EQAVFU	31
B004529NKM	31
B000XXGMS8	31
B004H1YH66	31
B003GK21U8	31
B002DPRLEI	31
B004N62KTG	31
B0068MNNOE	31
B003Y5H5JM	31
1907563202	31
B004TB6GUY	31
B001F4UHFI	31
B003JBHQP4	31
B002B554TO	31
B004SIP7VM	31
B005CKPQHA	31
B004ZBFRTY	31
B005DI65L2	31
B005H2IAM6	31
B001O37WTY	31
B005F6NA5G	31
B005LJJESY	31
B005GSVFAK	31
B0031RS2XG	31
1442346272	31
1401233376	31
B005J29HD0	31
B005C9YZIM	31
B0054LVP3Q	31
B005HWUCMC	31
B0026KX4HS	31
B006BXT4TI	31
B006JN5KBG	31
B0068FZ1C8	31
B001E907I6	31
B005SS2QXS	31
B004FS1TLM	31
B005TKC2P2	31
B0051UH6W4	31
B005DD7MH8	31
B006ZS81GG	31
B005ML9YOU	31
B0036OP0QQ	31
B006QKJQ12	31
B00406TRU4	31
B005EPKS8A	31
B001N3HUP6	31
B001NLF2ZI	31
B005M61PGA	31
B003MXGNX0	31
B007FXLWKW	31
B0039HV3P2	31
B000I8H7RI	31
B0069P0DU2	31
B00470TOV0	31
B007ZYJT1U	31
B007L4HET8	31
B000FBJGKO	31
B005CX53RU	31
B0041WVTBM	31
B007XNAPNY	31
B0085RZGYU	31
160309007X	31
B005CRQ2Y4	31
B003GAFA8S	31
B0056JJY2K	31
B008MBXFEM	31
B007FO5PYK	31
B005F9TQ4C	31
B0082GQ5HG	31
B001XVCX96	31
B001EBWISG	31
B002PE0HCU	31
B008OHV5HS	31
B0084I9QLY	31
B005DNPJKU	31
1846556007	31
B008MPQ0R2	31
B0087DIEGE	31
B000I9VON0	31
B009FZZK8I	31
8866134627	31
B008J344BQ	31
B009PEKRY6	31
B009FRG8IW	31
B00975L81Y	31
B009YU9J0E	31
B008S80PCE	31
B009HNDTPO	31
B0041KVZ1S	31
0739378341	31
B00A1AD6ZU	31
B007ZM9I1I	31
B009EEQAT8	31
B005KPDAN4	31
B009M1QRM8	31
B00A3CVFMM	31
0316216453	31
B000M02M2M	31
B009D3CTVS	31
B00AH69T22	31
1427210241	31
B0013UZHS6	31
B00A8LRIEW	31
B0091JQH2Q	31
B006ELF6AI	31
B00A18KCSQ	31
B00BEL4P9Q	31
B009EEE2NO	31
B009MJU8PW	31
B0038TWHP6	31
B00BBW14YC	31
B009EEDJOM	31
B00BS4PAXO	31
B003XFVSTG	31
B00BZOD63S	31
B00CDXOPYE	31
B00CFOXBX2	31
B007681WRY	31
B0040ORC1M	31
B00BTLOOAQ	31
1469220725	31
B004VFN7BE	31
B006FTCGXY	31
B00D23K0MU	31
B00AEBBA68	31
9382951008	31
B00DQQZNZW	31
B002718MWI	31
B00DYMM76Q	31
B00CF0ETBE	31
B00EABEHF4	31
B00EO2I6XS	31
B00BV5FVR0	31
B00DDVPXTG	31
B00EVRHE8E	31
B00C6CHTX6	31
B00ELU7A4E	31
B00F875N98	31
B00DK9FNLY	31
B00DONM9AE	31
8866135712	31
B00DZJ82TY	31
B00FEPQ212	31
B00EJGMCG6	31
B00ESW4TJ4	31
B00DQQSD3Q	31
B00E5I2MFY	31
B00EX4FEU0	31
B00H1XFB76	31
1455550647	31
B00H9EF0TG	31
B00GC2KHJ4	31
B00GC04DBY	31
B00EF44A2Q	31
1408704951	31
B00G040N34	31
B00J2BENQ0	31
B00IIWP5DE	31
1444777572	31
B00IQFC086	31
006232912X	31
B00J0LGZ7M	31
B00J0H0YN2	31
B00I7JXO2M	31
B00IXHC2TY	31
0316285250	31
B00LC4GRLO	31
B00K60VA7G	31
B00MIWRJ3O	31
1452137366	31
B0031NDHYO	31
B00OLZP3I4	31
B00PXAL2AE	31
0316295795	31
B00QR7ZM30	31
B00RUT3AQ0	31
B00PHV81V2	31
B00UKFD2TG	31
B00V88YE0U	31
0060263857	30
0440203856	30
B000002U3P	30
B000001FQI	30
B000006E4C	30
B00000DFTH	30
0553210246	30
6302491940	30
6302860253	30
6304077955	30
0792106989	30
0517201658	30
B000002KM6	30
6300216209	30
0792839234	30
B0000022WA	30
B000002UTI	30
0553374842	30
6302787297	30
0790731924	30
6301661737	30
0800135954	30
B000001FW9	30
6304039506	30
630439845X	30
6305372411	30
B00000IP4H	30
0783226004	30
0792140346	30
0960191038	30
B0000064TT	30
B00000K501	30
B000001GXC	30
B0000041LA	30
0684869713	30
B000001G5A	30
B00003OO3O	30
B00004R997	30
B00004T0UT	30
B00004SPYJ	30
B000006SGT	30
B00004R99K	30
B0000507PC	30
B00004TJWE	30
B004LWZWE2	30
1881273628	30
0060958324	30
1555175163	30
B00005B364	30
081541028X	30
B000059QY2	30
B00005NTNM	30
B00005MCX0	30
B00005NEUF	30
B0000633T6	30
B000066HI4	30
B00006IUL6	30
B00006YXE4	30
0634014331	30
0465011020	30
B000085RTX	30
B00009EIQE	30
B00008V5VN	30
B00008XEOI	30
0670032506	30
1565123875	30
1400086035	30
B0000DBJ2B	30
B000008M1P	30
B0001XALT6	30
B000286RZM	30
0312997221	30
B00070QXL8	30
0124297854	30
0312340958	30
B000AADYUI	30
1594481784	30
B000B0WO0I	30
B0009K8L5W	30
B000BHN7D4	30
B000CPH9I4	30
B000E8NRR6	30
0439321603	30
B000GFLKEY	30
0060888695	30
B000GLKLCK	30
B000HEYVD6	30
B000G8NXYQ	30
B000IFSDZQ	30
B00005JPB4	30
B000IFQLBE	30
B000ION23K	30
B00005JPGM	30
B000L9IUPM	30
B000ICM5O4	30
0486448843	30
0486438600	30
B000NA22C6	30
B000I5XDXS	30
1593082037	30
B000P0IW6E	30
B000N3SSVM	30
B0006B7MS6	30
B000FA5QEK	30
1853261580	30
B000V9KFLY	30
B000XPOB0M	30
B00MI7120K	30
B00117P0HE	30
B000Z9PYJS	30
B0012UNWJ8	30
B00111L0MY	30
0521673763	30
B0011TMGKG	30
B0017YZIL4	30
B000U7SN8O	30
B001EL6EHC	30
B000Y9PILI	30
0061128562	30
0143114085	30
B001FOR5XU	30
B001IUBZAU	30
B001KWTBQQ	30
1423107233	30
B001KR0BDI	30
1402756399	30
B000V8A31C	30
B001NFNFF8	30
143915726X	30
B0012GMVQC	30
B002BNKQDK	30
B001UU75WK	30
B0026P40NU	30
B001NT057K	30
B001TKMAGW	30
B0029LHW4A	30
B0012DZ356	30
B0012GMY64	30
B002FOQY04	30
B002R5V7MG	30
B002P6TA94	30
9113020730	30
B002CYRROY	30
B0030M3SBI	30
0446567329	30
1934356476	30
B0035J6TA8	30
B0035G9ABG	30
B002U33GUQ	30
B002VKB0M4	30
B00JPUUSEE	30
B002VZC9CY	30
B00371XIP8	30
B003KVNV4S	30
B002LVUKIS	30
B00005N6RU	30
B003Z0D4SM	30
B003Z0D4S2	30
B003XMWSSY	30
B004CAWKXE	30
B0041KOVUU	30
B002ZG98PA	30
B00432QAKK	30
B004C5M282	30
B0031Y4A8U	30
B003UESJIS	30
B000MDJH9A	30
B003KGBIS4	30
B001KQEE0U	30
B004GGQMRY	30
B000SVZIOE	30
184448551X	30
B004CR5TD0	30
B004F4HWNU	30
B000W25JUW	30
B004IJZFP4	30
B004H2ZFPW	30
B002RZZIXU	30
B004QMW1NM	30
B0043D2L9S	30
B004S5BPAC	30
B002VCR03A	30
B003XDZMPY	30
B004S699LI	30
B004TP0M0K	30
B004W5T2RG	30
1423389387	30
B004DTLK62	30
B003LSU0K8	30
B004OUFSMC	30
B002GHHHME	30
B0033780Y0	30
B005DI994W	30
B005D0TETA	30
B0014JKJK2	30
B0057ZAA0S	30
B005J4ASDG	30
B005PR44XC	30
B0057ZEMF2	30
B005SV9W4Q	30
B001CDR1FG	30
B005TBN04S	30
B004499LX0	30
B006E2VTG2	30
B000JZ68GG	30
B004A8ZWXS	30
B005F265CA	30
0307949435	30
B004ZJZQFG	30
B006HH5Y6K	30
B005BHNCO8	30
B0058BI864	30
B007B8GI28	30
0399256385	30
B0059XTV7Q	30
B000SOYEQY	30
1118273052	30
B006OGMEUI	30
B005L193RO	30
B0078Q2HAA	30
B0015LBYMQ	30
B0040GYAOM	30
B002R5HR70	30
B0013HYLT0	30
B002OKO1GI	30
B0023S50DO	30
B001EBWIUO	30
B0060D0OWA	30
145160713X	30
B00170M2OY	30
B007Z9RS22	30
B005VOXQ1U	30
B007Y5IAV0	30
B0058SNKRY	30
B005D6O0LQ	30
1401235166	30
B0054JELTI	30
0307944689	30
B003XDXNOQ	30
B008FRJ1IW	30
B008KL2ITW	30
B008I34ZG6	30
B003WJ9DYA	30
B003D5FFY0	30
B003QSIM30	30
B003GK21OE	30
B002TXZRNQ	30
B005DWBO0K	30
B005ES0XVO	30
B002XDISMO	30
B007MD2RHC	30
B008383GE8	30
B004S5FVJS	30
B001BKVWYQ	30
B0090SVDO0	30
B009Z8HPYM	30
B00A0HQ9GM	30
B00A7H2NC4	30
B002GNDXY4	30
B009G7ZYUO	30
B003D12ESE	30
B0084FBD86	30
B00867GK26	30
B00ANT6OK8	30
B00A5IXYR8	30
B00A2BTCM4	30
B000SZNET6	30
B00ARW2XJW	30
B008Q0CO0U	30
B008Y2D2RY	30
B00710Z87M	30
B00AH69BPM	30
B00A5IYCYM	30
B00ANYJ3NI	30
B009LDMJBU	30
0425264386	30
B00AH6CCK8	30
B00BAYLS1K	30
B008L1F91A	30
B002KVZBGA	30
B0035JNRXU	30
B004EBBPU0	30
1481130331	30
B00ABO609A	30
B00A1AU72A	30
B0027ZGPDC	30
B004AUFVU0	30
B002R2B6NE	30
B00B1TJO10	30
B00BIRRDZ4	30
B00AEBB8LA	30
B00BG4UWPC	30
B003DWG29A	30
B00B1EGP44	30
B00AQB6YDA	30
B00847VY92	30
B00CAUH7UE	30
B00D3V97DO	30
B00CCEHYO2	30
B00COLCTQ6	30
B00JPUUQVE	30
B00C55EW7K	30
B00DPUB59W	30
0062280228	30
B00D5CENXA	30
B00AEFYKSO	30
B002752NGA	30
B00CX7TOTQ	30
144476490X	30
B00CHOPEKI	30
B00170F0DE	30
B00EE3KMOI	30
B00AEFXN9G	30
B00CUKTG2Q	30
B00BBND56G	30
1465012796	30
B00E688KA4	30
B00E4A830G	30
B00EIMJVOM	30
B00EYKRI1Q	30
B00CL1SQVG	30
B00AB65SP0	30
B0002YMOVW	30
B00GGETKE6	30
B00F076VA6	30
B00EQE6BPY	30
031625178X	30
B00G9TR60I	30
B00GJ2MT1Q	30
B00FPM1BOC	30
B00GPZOC26	30
B008RKGFE0	30
B006G393ZI	30
B00GQ6U9XA	30
B00FY9P6AG	30
B00GU1FLHA	30
B00G9CVQY2	30
B00BPEJXYY	30
B00I89Y1XW	30
B00GOI2ZTG	30
B00JJH3LZG	30
B00I5NKP7W	30
B00I676ZW6	30
B00JNEMZJ8	30
B00FKJ8IQ4	30
0345806344	30
1442370904	30
B00KZLXO5W	30
B007Q72ZA8	30
B00EB0O4VG	30
B00KBSWXCE	30
0553545256	30
B00N4DXLZQ	30
B00MWV4Q6O	30
B00M4CAAIE	30
B00NUPTUHG	30
B00MA159L2	30
B00NQ3KQWU	30
B00MZ3X4OY	30
0142181218	30
B00O5HX2HW	30
B00QFNM1X0	30
B00HUCBS5M	30
B00TGZPTGK	30
B00U6AXPOM	30
B00YTSHPJS	30
B00WMKK8KS	30
0486650677	29
0312084986	29
0136879721	29
0451163516	29
0684801558	29
0688158129	29
0060235152	29
B000005RMY	29
B000002L7G	29
B000001U3K	29
B000000I0Q	29
0800141709	29
B000002AEN	29
079072961X	29
0688158234	29
B000001FLI	29
6300274268	29
B000002ITK	29
B000002SYG	29
0800132343	29
B0000026CM	29
0783223218	29
6301647734	29
B00000C28M	29
0140189378	29
6304535570	29
6303269826	29
6305077630	29
B000005IZ8	29
0800196767	29
6303269869	29
0800105141	29
630242335X	29
6304935811	29
078401115X	29
B000009QOC	29
6305069611	29
6302636779	29
6305365121	29
B0000025HG	29
6304342160	29
B0000025OP	29
0790733900	29
6304011431	29
B00000IQV6	29
6300214370	29
0451147960	29
0792110188	29
B000002OYB	29
B00000ILGL	29
6302862949	29
B00000JPHF	29
B0000026J1	29
0767835255	29
6300267997	29
0881032565	29
B0000033J9	29
0689825498	29
B00003ZA0T	29
B00000633U	29
B000005RXH	29
0792846710	29
B00004UFYU	29
0790749858	29
2067002627	29
0394827996	29
0486290492	29
B000059TCE	29
B000055X3U	29
0807282375	29
B00005LLK8	29
B00005JKYI	29
B00005T33W	29
B00005UW7G	29
B0000255CL	29
B00006CYAD	29
B00006L90T	29
B00005JM1D	29
B000025SJ8	29
B00008RV1L	29
B0000BWVCJ	29
B00KE3B6NI	29
0192853619	29
B0000CGV00	29
0486219577	29
0940985691	29
B001AQO41E	29
B00005JNEU	29
0345452585	29
B0007RT9LM	29
B00081MUY0	29
B0009H1CK6	29
B0009SS00A	29
B000AA4M9U	29
093183841X	29
B000AY807Q	29
B000AP2ZLC	29
B000BAQ8A0	29
0743529030	29
B000ERU6QC	29
B000F8DB4O	29
B000IMV4IW	29
0307001369	29
B000NHPCS0	29
B000KWZ7VU	29
B000NIWI9K	29
B00005JP5P	29
1401211909	29
B000PATZQK	29
B000RGSOR8	29
B000QUEQBI	29
0446698326	29
B000R4SMD6	29
B000TENE6Y	29
B000SFZ05C	29
006113399X	29
B000WGYMAQ	29
B000TGCR4C	29
B0015XHQTY	29
B000NDMRDW	29
B0014YVCDK	29
B0011Z32KI	29
1433210428	29
B000VXLC3K	29
B0017KP93U	29
B000W237RE	29
B0017XFBMG	29
0156034565	29
B0017VG66I	29
006082543X	29
0316042994	29
B0011UCOGG	29
B001DJ69E8	29
013168728X	29
B00005QBUK	29
B0015UKX7E	29
B001FBSLH2	29
B00065F86U	29
B000YDAYHC	29
3527406018	29
B001IWUZYK	29
B001P22HK8	29
B00138J1XK	29
B001PA0FF4	29
B001F7EZ9Y	29
B001UW58YU	29
B0012X6FR6	29
B001R10BEG	29
1433503794	29
B0024RID60	29
B001PR0Y5S	29
B000X4GXT0	29
B002BGFUPQ	29
B002AFX52S	29
0061729078	29
B0029XFN8A	29
B002R4K6AG	29
0553057006	29
B002K99P7S	29
0312570740	29
B001NFU5WE	29
B002JODPSO	29
B001Q94TQA	29
B001TKK3O8	29
B002FL3JA0	29
B002NFCHBA	29
B00316DDWW	29
B00383ZTXO	29
B00377V6IS	29
B003EPPEP4	29
B003AMAOW4	29
B002ZG98ZA	29
B002ZG9760	29
B002JVWR54	29
B003XU75QG	29
B003Y8YXGM	29
B0029ZA49Q	29
B003KGBIRK	29
B004222UC8	29
B002DQFHKM	29
0785139168	29
B000FC10H0	29
B0026145WK	29
B000MF4O82	29
B004HYXW1O	29
B000JQUGVI	29
B0045D3N3O	29
B003K16PAU	29
B004FN16DS	29
B004FHCH9Q	29
B00322PKBW	29
B0035OC7OU	29
B004DH8IK0	29
B00428LIXO	29
B004NDJXOO	29
B004TL0J5M	29
B004HUE57S	29
B004KV92ZE	29
B004UXXVQS	29
B004FWPK8G	29
B004RQDQIQ	29
B001CL4N68	29
B004XS97KO	29
B0042EJD5I	29
B004VQK9XW	29
B0052GVGYG	29
B004VFYOA2	29
B004SIP73U	29
1557420580	29
B005D643PO	29
B004ULNJF8	29
B0045DO8II	29
B001B93H0O	29
B00441GYZQ	29
B004YAS9M8	29
B004SIP6WW	29
B005I0DLXK	29
B0057GYOA4	29
B003PDQEBS	29
B005XI94HY	29
0715338153	29
B005K15SPG	29
B004ZNANZA	29
B0064Z62R0	29
1401233066	29
B0060ZJ78U	29
B006KAWI2C	29
B003V4ASV8	29
B006Z20976	29
1612130607	29
B004ZI0NLO	29
B0079NQZLE	29
B006PKV2QU	29
B004D38HOG	29
B00513F9Q6	29
B004P4KMSC	29
1118156307	29
B007C94QRK	29
1455113549	29
B004IV32HU	29
B0079M8R6Q	29
B0076D21O2	29
0876391277	29
0345534379	29
B007N5YJWK	29
B007YJ8ZRK	29
B008133JZG	29
B007YOC4RW	29
8866131369	29
B005IQ5H7M	29
B007R9MFPU	29
B007XNTDPA	29
B008H5J510	29
B0036FOGTW	29
B007UXSKMU	29
B007PEIHKE	29
B0052FYPJK	29
B004LGE2LC	29
B008XCF7Y6	29
B006ZZAN60	29
B008Y5OWSO	29
B0085OEU1I	29
B0026HKO2E	29
B00138KEH2	29
B008BRC7BE	29
B008OGJXJ6	29
B008OB1QFK	29
B00979OL5A	29
B0026Q8F6C	29
B008JIWNYG	29
B003TY3F06	29
B008NR90HQ	29
B000WOT41K	29
B008UG0JJI	29
B002EXI5L2	29
B0097UO87U	29
1846573785	29
B009CG9LIU	29
B0083GOVLW	29
B009LUBA7M	29
1619692368	29
B008J1QFLU	29
B008NBEY3C	29
B009M588K8	29
1419704400	29
B0041KVZ0Y	29
B00A03WBVI	29
B002RTMXIY	29
B009LA1R34	29
B009EE6OGW	29
B009IF7V2S	29
B003JA5NVE	29
B009DMIZM6	29
B008BMWKXO	29
B000SXMNI6	29
B00A4A59B6	29
B000VX041Q	29
B000I9X9HY	29
B00AL8F5EM	29
B0098HGNGG	29
B000YHC9WQ	29
B008YU7IGW	29
B005KITK6C	29
B000IZ3OYQ	29
B009KG7EMC	29
B009LDD5HW	29
B00ANGSSWS	29
B006RXSM9A	29
B009RWRIZ2	29
B00A4Y9BT8	29
B00AYQNOFI	29
B009A7E7SK	29
B0091W10TS	29
0988936402	29
B00340O3KQ	29
B00APPMB9I	29
B009EJSUBY	29
B00AV68GOA	29
B008B403VS	29
B0080MPUUK	29
B00AYATBP6	29
0062267787	29
B004Q3UL56	29
B00A4YZWN2	29
B00B23Z2IE	29
B00C9QQBA6	29
B00BEN0V8S	29
B00AZQGZVM	29
B00AEBB9CS	29
B0094KT6J8	29
B00AM7E4P8	29
B00AEFXWF6	29
B00CB3N5DS	29
B00CFYD682	29
B00COQKE2M	29
B001N2IWVI	29
B0085BNIXM	29
B00DL47RQ2	29
B00E193Y36	29
B00DU16OJM	29
B009IF6U98	29
B00CIFK316	29
0451417704	29
B00DGR8WSQ	29
B00D3J2QKC	29
B00DOQK2OG	29
0142180300	29
B00ECLTYOG	29
B001O2QW1Y	29
B00FEX1AA2	29
1442369051	29
B00ECK21WO	29
0552778621	29
B00GME9AJK	29
B00F3OLVR4	29
B00GQ4SEWU	29
B0030MX99O	29
B00ELCZZ7G	29
B00271HB16	29
B009EEDN5W	29
B00G27SSN6	29
B00HPS0IT8	29
B00HPX4REA	29
B00I324Q98	29
B00H5D533O	29
B00HUNQ270	29
B00HZDXD2W	29
B00HNTUR6S	29
B00IHY3XH8	29
1478927682	29
B00IQFC0HC	29
B00HQQPYN4	29
B00KFOEC96	29
076118032X	29
B00JV5IC78	29
0989972860	29
B00KB4T65A	29
B004Q3NFAY	29
B00K5DMZLE	29
B00JTNTORY	29
B00KV1QTDK	29
B00MJ1149O	29
0307455483	29
B00MJVNNRU	29
B00JDB4N46	29
B00MLDUBEE	29
B00MORIXBU	29
B00ECJGO5K	29
B00N2TYQJC	29
0425275132	29
B00NI5RKBQ	29
B00O5ARG7Q	29
B00T3KN7Q2	29
B00TJ6S4RW	29
B00S67WK48	29
B00O8C0DOO	29
0007548699	29
6303282237	28
0394720288	28
B000001BX0	28
B0000025IE	28
6304490119	28
B000001ZSF	28
0790729385	28
B000002X1O	28
B000002579	28
0880790121	28
630170648X	28
B0000047BA	28
6303394000	28
6304178352	28
B000001DZQ	28
0307001466	28
0800141628	28
B0000027EP	28
6300214400	28
6301963911	28
6303029027	28
0790720434	28
6304765789	28
0783230621	28
0767814622	28
1558908420	28
6302800420	28
B000001FTH	28
6301562143	28
0670881791	28
B000001G6W	28
B0000041A9	28
6302765536	28
B0000041LL	28
B000006OHL	28
6301404440	28
B000001GOZ	28
630281474X	28
0800141865	28
B000002IJA	28
B00000JL86	28
0316234753	28
B00003OSSM	28
6305776326	28
B000000Y1H	28
B00004KD11	28
B00004IC9G	28
6305905401	28
B0000046JP	28
B000002HB4	28
B00004Y6NM	28
0944379044	28
B000007WK4	28
B00004YKSD	28
1563896656	28
B00AEBB8SS	28
B000056HRZ	28
B00005NKCM	28
B000056Q81	28
B00004WIDR	28
B00005CDNF	28
B000063NPX	28
B000062XM7	28
B0000691TJ	28
B00006C79E	28
B000088E77	28
0786869143	28
B0000AK7A8	28
0071410945	28
B000008GHW	28
B0002DKCMQ	28
B00064X3BI	28
B00074CBMY	28
0060556501	28
0099450259	28
B000BBYMA2	28
B000B19BCG	28
B000BIQKXM	28
B00076OMW4	28
0312321376	28
067182449X	28
B000FC2FVA	28
B0002XV30Q	28
006113127X	28
B0002XMF5S	28
B00005JPBJ	28
B000I0RR76	28
1550379151	28
B000IU3Y1O	28
B000I9X54Q	28
B000KC86F4	28
B0002ADY0Q	28
B000KQF6X0	28
B000MGVCFO	28
B000P6R6X8	28
B000NHG7BQ	28
B000P0J0DI	28
184195425X	28
B000RP4LEO	28
B000W1V7K4	28
B000TXNDUW	28
1594132054	28
B000YAF4OS	28
B000X9Q8A4	28
B000GCFD72	28
B000ZLJOW4	28
B000QUCNXG	28
B000VJ271A	28
B00UT57BT4	28
B0013FBTHO	28
B0014CDKVY	28
1400023343	28
B0013HA838	28
B0015UKX7Y	28
B0018RBN8C	28
B00171EO0I	28
B001A3AA0G	28
B0012909NQ	28
0060765380	28
B001HDWKMA	28
B001AUKUSG	28
B0011U5E1S	28
B001AUKUUO	28
1402726899	28
B000WMA6FA	28
B0012GMVSU	28
0553807048	28
B001FAZYOQ	28
B001W2JWWC	28
B0002O06NA	28
B001RTP48Q	28
B0027J4SKA	28
B0018B1O7I	28
B000WN8AHA	28
B001O80G60	28
B002BE7JEI	28
B002BFIN6K	28
